Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59
C52_Soko_1919,1,10,?,?,?,23,?,2,?,18,2,9,?,1,?,28,?,1,1,?,4,1,10,4,2,4,?,13,?,?,5,1,1,4,?,6,20,14,23,16,3,?,1,?,19,5,?,3,11,23,11,?,?,?,?,7,15,6,4,1,7,1,5,12,?,4,18,18,?,?,1,?,9,?,15,24,1,21,14,1,4,19,29,6,13,5,1,3,1,9,11,?,?,?,2,16,?,7,?,23
C61_Mongo,1,1,29,23,15,21,7,4,17,2,3,1,10,1,29,8,2,1,1,10,4,1,13,4,2,13,20,4,3,25,3,1,1,1,6,4,20,5,2,17,1,1,1,11,12,1,11,10,3,1,27,4,1,19,20,24,3,11,4,3,7,19,5,11,2,4,14,14,5,21,1,1,5,2,12,23,1,18,1,1,11,15,30,16,1,1,1,3,16,8,12,28,2,4,15,16,7,9,32,25
C61E_Konda,10,1,29,23,?,21,7,4,17,1,10,1,22,?,30,8,?,1,1,10,4,1,13,?,2,?,?,13,3,24,22,?,1,?,6,?,1,?,23,18,1,1,1,11,?,?,?,14,3,?,27,4,1,19,20,25,16,6,4,?,7,19,5,11,2,4,14,19,?,21,1,?,?,?,12,?,1,18,?,?,?,20,31,6,?,?,1,3,1,8,?,?,?,4,?,16,?,9,?,?
C71_Tetela,1,12,30,23,21,21,7,7,1,1,11,1,11,1,31,8,2,7,12,1,4,1,13,?,2,13,?,11,3,24,3,?,1,1,6,?,15,1,25,17,1,1,12,11,20,1,?,14,11,21,27,4,1,24,20,13,1,6,3,3,7,19,6,13,2,4,14,20,?,22,1,1,5,?,12,?,1,18,?,?,?,12,30,6,1,1,1,3,16,10,?,?,?,4,2,16,10,9,?,?
C76_Ombo,1,13,29,23,26,21,7,7,18,1,12,1,11,1,28,8,?,7,1,1,4,1,13,4,2,?,1,1,22,24,3,1,1,1,6,4,1,1,25,17,1,1,12,16,21,1,11,14,11,24,27,4,1,25,20,13,5,6,3,?,7,19,5,11,2,4,14,20,?,4,1,1,?,14,1,?,1,18,1,1,?,12,32,6,1,1,1,3,1,8,?,29,17,4,?,11,10,9,?,?
C81_Dengese,12,?,29,23,?,21,7,4,17,2,11,1,22,?,31,8,?,7,12,1,4,1,13,?,2,?,?,1,3,?,3,?,1,?,6,?,1,?,26,17,1,1,1,11,?,?,?,14,3,?,27,4,1,19,20,13,1,6,4,?,15,?,5,1,2,4,14,12,?,21,1,?,?,?,12,?,?,18,?,?,?,20,30,6,?,?,1,3,17,8,?,?,?,4,?,16,?,9,?,?
C85_Wongo,2,1,29,23,?,21,7,4,19,1,13,1,11,?,27,8,?,1,12,1,3,1,13,?,2,?,?,1,3,7,23,?,1,?,6,?,21,?,27,17,11,1,1,10,?,?,?,14,3,?,27,4,1,1,24,26,1,4,3,?,7,4,5,5,2,4,14,21,?,23,16,?,?,?,17,?,15,18,?,?,?,9,33,6,?,?,1,3,1,8,?,?,?,6,?,16,?,9,?,?
C83_Bushong,1,1,29,23,18,21,7,4,19,1,14,1,11,1,27,8,15,1,12,1,3,1,13,4,2,?,17,1,3,7,22,1,1,1,6,4,21,1,27,17,11,1,1,11,21,1,11,14,3,25,27,4,1,1,20,26,1,6,4,11,7,4,5,5,2,4,14,22,18,23,18,1,?,2,1,25,15,18,1,1,12,20,33,6,14,1,1,3,1,8,11,30,2,4,?,16,10,9,28,25
C302_Bolondo,13,1,31,23,?,1,28,4,12,1,2,1,13,?,27,8,?,1,2,10,4,1,10,?,2,?,?,1,23,7,24,?,1,?,6,?,1,?,18,6,1,12,1,11,?,?,?,3,3,?,27,4,1,26,25,22,5,8,3,?,7,4,5,1,2,4,19,12,?,24,1,?,?,?,12,?,1,18,?,?,?,15,34,6,?,?,1,3,1,1,?,?,?,17,?,16,?,7,?,?
C37_Ebudza,13,1,11,23,?,22,31,4,12,1,2,1,13,?,22,8,?,1,10,11,4,1,10,?,2,?,?,14,18,26,18,?,1,?,6,?,1,?,28,6,1,1,1,15,?,?,?,3,9,?,27,4,1,1,23,22,17,8,3,?,7,20,5,5,2,4,1,12,?,25,1,?,?,?,12,?,1,23,?,?,?,13,12,17,?,?,1,3,1,1,?,?,?,17,?,16,?,25,?,?
C42_Ebwela,13,1,11,23,?,22,31,4,20,1,2,1,13,?,22,29,?,8,13,10,4,1,14,?,2,?,?,15,3,7,24,?,11,?,6,?,1,?,29,6,1,1,1,13,?,?,?,15,3,?,27,4,1,1,20,22,3,8,3,?,7,4,14,5,2,4,1,12,?,15,1,?,?,?,12,?,16,21,?,?,?,3,35,6,?,?,1,3,1,1,?,?,?,18,?,19,?,7,?,?
C412_Libobi,14,1,23,23,?,1,7,8,21,19,2,1,13,?,22,8,?,1,2,10,4,1,10,?,2,?,?,1,24,7,25,?,11,?,6,?,22,?,18,19,1,1,1,11,?,?,?,3,3,?,27,4,1,1,21,22,13,8,3,?,7,20,17,12,2,4,1,1,?,24,1,?,?,?,12,?,1,18,?,?,?,13,12,6,?,?,1,3,1,1,?,?,?,5,?,16,?,25,?,?
C142_Mondongo,14,1,31,23,?,1,7,8,12,19,2,1,13,?,22,8,?,1,1,10,4,1,10,?,2,?,?,4,24,7,24,?,11,?,6,?,22,?,18,6,1,1,1,11,?,?,?,3,3,?,27,4,1,1,21,22,5,8,3,?,7,20,17,12,2,13,1,1,?,24,1,?,?,?,18,?,1,18,?,?,?,20,12,6,?,?,1,3,1,1,?,?,?,5,?,16,?,25,?,?
C36g_Monyongo,14,1,31,23,?,1,30,9,12,19,2,1,13,?,22,8,?,1,2,10,4,1,10,?,2,?,?,10,24,7,24,?,11,?,6,?,22,?,18,6,1,1,1,11,?,?,?,3,3,?,27,4,1,1,21,22,5,8,3,?,7,17,17,12,2,4,1,1,?,15,1,?,?,?,18,?,1,18,?,?,?,13,12,6,?,?,1,3,1,1,?,?,?,5,?,16,?,25,?,?
C36g_Mosange,13,1,31,23,?,1,30,9,12,19,2,1,10,?,22,8,?,1,2,10,4,1,10,?,2,?,?,4,24,7,18,?,1,?,6,?,22,?,18,6,1,1,1,11,?,?,?,3,3,?,27,4,1,1,25,22,5,8,3,?,7,17,5,1,2,4,20,23,?,15,1,?,?,?,12,?,1,18,?,?,?,3,30,6,?,?,1,3,1,1,?,?,?,5,?,16,?,26,?,?
C401_Pakabete,10,14,27,27,?,22,32,4,22,17,2,10,10,?,22,8,?,1,2,1,10,1,15,?,2,?,?,12,18,23,20,?,1,?,6,?,1,?,22,15,1,13,13,17,?,?,?,3,12,?,27,4,15,1,23,27,14,8,4,?,7,10,15,5,2,4,13,24,?,15,1,?,?,?,14,?,1,24,?,?,?,20,28,1,?,?,14,3,14,1,?,?,?,16,?,4,?,7,?,?
C401_Babati_1919,?,1,?,?,?,22,?,?,?,?,?,8,?,1,?,?,?,?,?,?,4,1,16,6,2,4,?,?,?,?,26,1,?,1,?,5,?,14,?,15,1,?,?,?,22,?,?,?,3,21,?,?,16,?,?,7,?,8,?,?,7,?,5,14,?,4,13,?,5,?,?,?,?,?,?,26,?,18,?,1,?,20,36,?,?,1,1,3,1,1,?,26,?,?,?,20,?,7,?,?
D11_Mbole,15,1,29,23,?,25,7,2,14,20,2,1,14,?,22,8,?,9,1,1,4,1,3,?,2,?,?,13,21,7,27,?,1,?,6,?,1,?,2,15,11,1,1,11,?,?,?,14,11,?,28,15,1,22,20,2,3,8,4,?,7,19,6,11,2,4,18,14,?,4,1,?,?,?,1,?,1,25,?,?,?,3,37,18,?,?,1,3,1,9,?,?,?,4,?,16,?,7,?,?
D12_Lengola,16,1,14,28,?,23,7,2,17,20,15,1,21,?,32,30,?,9,1,1,4,1,17,?,2,?,?,16,25,24,28,?,18,?,6,?,23,?,2,16,3,1,1,18,?,?,?,3,13,?,27,16,1,27,22,2,5,6,4,?,7,4,5,12,2,4,21,25,?,4,1,?,?,?,19,?,1,26,?,?,?,12,25,6,?,?,1,3,1,11,?,?,?,19,?,21,?,7,?,?
D13_Metoko,1,1,28,?,?,26,33,2,23,1,2,11,10,1,?,31,?,9,2,1,4,1,8,4,2,15,1,12,22,7,3,?,11,1,6,4,1,1,2,18,1,1,1,11,23,1,14,16,?,?,27,3,?,28,22,7,5,6,4,3,7,21,?,15,2,4,1,14,17,4,18,1,?,2,1,?,1,21,1,?,4,12,5,6,?,1,1,3,1,8,13,31,2,?,2,16,?,7,29,?
D14_Enya,1,1,11,1,?,26,34,2,19,1,2,1,23,?,33,32,?,1,1,1,3,1,3,?,2,?,?,1,20,7,3,?,1,?,6,?,16,?,14,20,3,14,1,11,?,?,?,16,11,?,8,3,1,24,20,2,5,6,4,?,7,4,6,15,2,4,14,22,?,13,18,?,?,?,1,?,1,21,?,?,?,12,5,6,?,?,1,3,1,11,?,?,?,4,?,16,?,7,?,?
*D20B_Vamba_1919,1,1,?,?,?,26,?,2,?,?,2,1,?,7,?,33,?,?,1,?,4,?,18,4,2,4,?,17,?,27,29,?,1,1,?,4,?,1,?,6,3,?,1,?,23,7,?,?,14,26,?,?,17,?,?,?,18,6,4,12,16,22,18,12,?,4,22,?,19,?,?,?,?,?,1,3,17,21,1,5,?,21,38,6,?,1,1,3,1,12,14,?,?,?,17,?,11,7,?,26
D201_Liko,1,1,32,29,?,27,35,4,16,17,16,12,11,8,?,34,2,1,2,2,11,1,3,6,2,4,1,12,?,7,20,?,1,5,28,5,16,14,2,21,10,1,14,18,1,1,11,13,15,27,29,4,1,1,23,28,14,12,4,5,7,10,15,5,2,4,13,20,16,18,1,9,?,?,1,?,14,21,1,6,4,3,28,1,?,?,15,5,18,1,11,26,2,4,18,4,18,27,27,8
D21_Baali,1,1,11,30,?,22,7,4,24,1,16,1,11,8,?,35,2,1,2,1,4,1,3,6,2,4,1,12,?,7,20,?,1,5,3,4,1,14,?,22,10,1,1,18,1,1,11,3,13,?,30,4,1,29,26,7,13,8,10,5,7,1,19,5,9,4,23,14,5,26,1,9,?,21,20,?,18,27,1,1,10,3,39,1,?,1,15,5,19,1,11,26,2,20,?,4,19,27,18,27
D211_Kango,1,1,1,31,?,27,36,10,16,1,17,1,11,8,?,36,2,1,2,2,4,1,3,6,2,4,1,18,?,28,18,?,1,5,29,7,16,14,?,6,10,1,15,13,17,1,14,3,16,?,31,16,18,30,20,28,19,8,4,5,?,23,5,5,2,4,24,14,20,18,1,10,?,?,?,?,14,21,1,1,10,3,39,1,?,1,14,3,20,1,11,26,2,21,?,4,20,7,33,8
D23_Kibira-Kumu_1919,1,1,?,?,?,22,?,4,?,1,16,1,?,8,?,36,?,1,?,?,4,1,3,6,2,4,?,19,?,?,28,21,?,1,?,4,1,14,22,23,10,?,16,13,1,1,?,?,15,1,?,?,19,?,?,29,3,8,4,?,7,22,5,5,?,4,23,?,5,?,?,?,?,?,21,26,1,21,1,1,?,3,39,?,?,1,14,3,1,1,11,26,?,?,19,4,10,7,?,28
D24_Songola,1,1,11,32,?,21,30,2,25,21,2,1,11,?,28,36,?,1,2,12,9,1,3,?,2,?,?,1,3,7,3,?,1,?,6,?,24,?,14,24,3,15,1,11,?,?,?,16,13,?,27,17,20,1,20,2,3,6,3,?,7,19,6,16,2,4,1,14,?,4,18,?,?,?,1,?,1,21,?,?,?,12,5,6,?,?,1,3,1,11,?,?,?,4,?,16,?,7,?,?
D25_Lega,1,1,11,2,27,26,7,2,12,1,2,1,10,1,34,37,16,1,1,1,3,1,8,4,2,4,1,12,3,7,3,?,19,1,30,4,25,15,2,25,3,15,1,13,23,1,14,17,17,28,8,4,1,1,27,2,5,6,4,3,6,1,6,5,2,4,1,22,21,13,18,11,?,2,1,3,1,21,1,5,4,22,15,6,1,1,1,3,1,11,13,32,13,4,2,16,21,7,29,?
D28_Holoholo,1,1,11,33,28,28,28,2,19,21,2,1,10,1,35,8,13,1,1,1,4,1,19,4,2,4,1,11,3,7,3,1,20,1,31,4,1,1,2,25,3,16,1,19,?,1,2,18,11,28,8,3,1,27,22,2,5,6,4,?,7,1,5,11,2,4,1,22,18,13,18,?,5,2,22,3,14,21,1,5,4,12,5,6,1,1,1,3,1,11,13,33,2,9,20,16,22,7,?,29
*D304_Homa_1919,1,1,?,?,?,22,?,4,?,22,16,12,?,8,?,39,?,10,2,?,12,1,17,6,8,16,?,20,?,23,30,22,21,6,?,5,26,14,30,19,13,?,17,20,1,1,?,19,10,1,32,?,21,?,?,7,14,13,4,5,7,24,20,14,?,15,25,?,5,?,1,?,5,?,23,27,14,28,15,1,13,20,39,19,?,1,14,6,14,1,11,26,?,?,21,23,23,7,?,30
*D305_Nyanga-li,1,?,11,?,26,23,33,?,26,23,2,1,?,1,?,34,16,10,?,13,?,1,3,4,?,?,1,1,22,7,?,1,1,?,32,4,27,16,2,?,3,?,?,21,23,8,?,?,?,28,27,?,?,27,?,2,5,?,4,?,6,4,6,17,11,4,26,?,5,?,20,?,10,?,24,?,1,21,?,?,?,23,15,6,1,?,1,3,?,8,13,35,?,?,2,24,?,28,29,?
D311_Bila,1,15,?,?,?,22,29,10,?,1,16,1,?,8,36,36,?,1,?,?,4,?,?,6,?,?,?,?,?,25,?,?,1,1,?,4,1,14,?,23,10,17,?,13,17,1,15,13,?,?,29,4,16,1,?,?,3,8,?,5,?,?,?,18,12,4,23,?,?,?,1,12,?,?,25,26,?,?,1,?,10,3,39,1,15,1,14,?,22,1,11,26,2,6,?,?,21,7,34,?
D331_Bvanuma,?,14,?,?,?,30,?,?,?,20,?,?,?,1,?,?,?,?,2,?,9,?,13,9,2,?,?,?,?,?,31,?,?,?,?,?,?,14,?,26,1,?,?,?,25,?,?,?,?,29,?,?,14,?,?,30,19,?,?,?,?,?,5,?,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,40,20,?,?,13,3,23,?,?,?,?,?,?,4,?,?,?,?
D313_Mbuttu_1919,?,14,?,?,?,23,?,2,?,?,?,?,?,?,?,40,?,?,2,?,9,1,?,?,?,?,?,?,?,?,?,?,?,7,?,7,28,14,?,27,?,?,?,?,26,?,?,?,?,?,?,?,14,?,?,?,20,14,?,?,?,?,?,19,?,?,?,?,?,?,?,?,?,?,26,?,?,?,?,?,?,?,40,?,?,6,13,3,23,8,?,?,?,?,?,?,23,?,?,31
*D308_Ebodo,1,14,10,34,30,23,38,2,27,20,16,1,24,1,37,40,?,1,2,2,9,6,3,9,2,4,?,21,26,28,3,?,22,?,?,?,?,17,?,27,?,?,1,18,26,?,2,20,15,1,30,3,14,29,26,30,19,6,4,?,18,4,19,15,9,16,27,22,5,26,1,13,?,?,1,?,1,29,16,?,?,24,40,20,?,6,13,3,23,14,15,32,18,4,?,22,20,12,?,?
*D308_Bodo2,1,14,10,34,?,23,38,2,27,20,16,1,24,?,37,?,?,1,2,2,9,6,3,?,2,?,?,21,26,28,4,?,22,?,6,?,28,?,31,27,1,1,1,18,?,?,?,?,15,?,30,3,14,31,26,30,19,14,4,?,18,4,19,15,9,16,27,22,?,26,1,?,?,?,26,?,1,29,?,?,?,23,40,20,?,?,13,3,1,14,?,?,?,4,?,22,?,12,?,?
D32_Bira,1,15,1,33,19,22,36,10,16,1,16,1,13,8,37,36,2,1,1,2,4,1,3,6,2,4,1,1,3,25,18,19,1,1,29,4,1,14,22,23,1,17,15,13,17,1,16,13,15,30,29,4,11,1,20,28,3,8,4,5,7,19,5,18,12,4,23,14,5,18,1,13,5,2,25,28,1,21,1,1,10,3,39,1,15,1,14,3,22,1,11,26,2,4,19,4,21,7,35,32
D32_Bira_Bunia,1,1,27,35,?,22,39,4,26,1,2,1,25,?,38,36,?,1,1,2,4,1,3,?,2,?,?,1,3,30,32,?,1,?,33,?,1,?,22,23,1,?,1,13,?,?,?,20,18,?,27,4,11,32,20,?,3,8,4,?,7,25,5,20,13,4,28,26,?,18,21,?,?,?,1,?,19,30,?,?,?,3,39,21,?,?,14,3,1,1,?,?,?,22,?,4,?,7,?,?
D33_Nyali,1,14,33,34,?,23,38,2,27,20,16,1,24,?,39,40,?,1,2,2,9,1,13,?,2,?,?,21,26,28,28,?,22,?,34,?,28,?,2,28,1,18,1,18,?,?,?,21,13,?,30,3,14,31,28,30,19,6,4,?,7,4,5,15,9,16,23,27,?,26,1,?,?,?,26,?,1,29,?,?,?,23,40,20,?,?,13,3,1,11,?,?,?,23,?,22,?,12,?,?
D333_Ndaaka,1,14,33,31,?,23,40,12,27,20,16,1,24,1,?,40,17,1,2,2,9,1,13,9,2,4,1,21,?,28,28,?,22,5,6,7,28,14,?,25,14,18,1,18,26,9,17,20,19,?,30,3,14,29,26,30,19,6,4,13,18,4,19,19,9,16,27,27,5,26,1,1,?,23,20,?,20,29,16,8,14,23,40,20,?,6,13,3,1,8,15,32,18,4,2,22,7,12,33,32
D334_Mbo,1,14,33,31,?,23,40,12,28,20,16,1,24,1,?,40,18,1,2,2,9,1,13,9,2,4,1,21,?,28,28,?,22,5,6,7,28,14,?,27,1,18,1,18,26,9,17,20,13,?,30,3,14,33,26,30,19,6,4,13,7,4,5,19,9,16,23,28,5,13,1,1,?,23,20,?,20,29,16,8,15,23,40,20,?,6,13,3,1,8,15,32,18,23,2,22,7,12,33,32
D43_Nyanga,1,1,11,2,?,23,33,13,26,23,2,1,26,?,40,8,?,1,14,14,3,?,3,?,2,?,?,22,22,7,18,?,1,?,32,?,27,?,13,29,3,19,1,21,?,?,?,16,20,?,27,3,22,?,22,2,5,6,4,?,6,4,6,17,11,4,29,21,?,4,22,?,?,?,1,?,1,21,?,?,?,23,15,6,?,?,1,3,1,8,?,?,?,4,?,24,?,28,?,?
D55_Buyu,1,1,11,?,?,31,41,2,?,21,18,1,10,?,?,41,?,1,1,1,3,1,3,?,2,?,?,1,?,?,3,?,1,?,?,?,1,?,2,25,11,20,1,?,?,?,?,22,19,?,33,3,1,?,?,2,5,6,4,?,?,1,6,5,2,4,1,29,?,4,18,?,?,?,27,?,1,29,?,?,?,12,5,?,?,?,1,3,1,11,?,?,?,?,?,25,?,29,?,?
B41_Shira,1,16,34,19,?,1,7,2,7,2,3,1,27,1,27,42,2,1,9,1,3,1,3,4,2,?,21,10,3,7,33,?,23,1,3,4,29,18,32,30,1,21,1,11,12,1,11,9,21,18,34,4,23,1,24,20,3,6,4,11,6,10,21,5,2,4,1,30,17,4,23,1,5,2,11,3,1,31,1,1,16,9,24,6,1,1,1,3,1,1,12,21,2,4,22,13,11,13,36,33
B42_Sangu_Mi,1,1,34,19,15,1,22,2,29,2,3,1,28,1,41,8,11,1,9,1,3,1,3,4,2,10,11,10,3,7,34,23,14,1,8,4,29,5,32,30,1,21,1,10,12,1,11,9,22,18,34,4,1,1,24,20,3,6,4,11,6,10,21,5,2,4,1,1,17,4,23,2,5,2,11,3,1,19,1,1,4,9,33,6,1,1,1,3,1,1,12,21,2,4,?,13,24,13,36,16
B42_Sangu_Mb,1,?,34,19,?,1,7,2,29,2,3,1,28,1,41,42,2,1,9,1,3,1,3,4,2,?,21,10,3,7,34,23,23,1,3,4,29,5,32,30,1,21,1,10,12,1,11,9,22,18,34,4,?,1,24,20,3,6,11,11,6,10,21,5,2,4,1,1,17,4,23,2,5,2,11,3,1,19,1,1,4,9,24,6,1,1,1,3,1,1,12,21,2,4,22,13,24,13,36,33
B43_Punu,1,16,34,21,?,19,7,2,29,2,3,1,27,1,27,42,2,1,9,1,3,1,9,4,2,?,21,10,3,7,35,24,15,1,3,4,29,5,32,30,1,21,1,11,12,1,11,9,21,1,34,4,23,18,24,20,3,6,4,11,7,26,21,5,2,4,1,31,22,4,23,2,5,2,9,3,1,19,1,1,16,9,33,6,1,1,1,3,1,1,12,21,2,4,22,13,11,13,36,33
B44_Lumbu,17,17,34,6,?,1,7,2,29,24,3,1,28,1,42,42,2,1,9,1,3,1,3,4,2,?,21,23,3,31,34,1,17,1,3,4,29,19,33,31,1,21,1,11,14,1,2,9,23,18,34,4,23,18,24,20,1,6,4,11,8,10,5,5,2,4,1,31,22,4,18,2,5,2,9,3,1,21,1,1,4,9,33,6,1,1,1,3,1,6,12,30,2,4,22,13,10,13,18,19
B404_Ngubi,18,1,34,?,?,1,7,2,7,24,3,1,27,1,6,?,?,1,9,1,3,1,3,4,2,4,22,10,3,7,33,1,14,1,35,?,29,5,34,31,?,21,1,22,14,1,2,9,21,18,?,4,12,?,24,20,3,6,4,?,6,1,5,5,2,4,1,5,5,13,1,?,5,2,8,7,1,4,1,1,17,9,24,6,1,1,1,3,1,1,12,21,?,4,?,13,11,13,10,16
B51_Duma,1,1,23,19,15,19,7,2,29,1,3,1,27,1,43,8,11,1,9,1,9,1,11,4,2,?,17,10,3,7,34,25,1,1,?,4,1,?,13,6,11,?,1,10,17,1,?,10,3,18,34,4,1,1,24,20,1,6,3,3,7,27,5,11,2,4,1,1,5,12,18,1,8,2,1,3,1,4,10,5,4,9,26,6,1,?,1,3,?,6,12,?,2,12,?,13,11,7,18,19
B51_Duma_La,1,1,18,6,31,19,22,2,29,1,3,1,29,1,18,8,11,1,9,1,9,1,11,4,2,11,17,10,3,7,34,1,1,1,35,4,1,5,13,6,11,1,1,10,17,1,9,10,3,17,34,4,12,1,24,20,3,6,3,1,7,14,5,11,2,4,1,1,23,4,18,2,8,2,9,3,1,4,10,1,4,9,12,6,1,1,1,3,1,6,12,30,2,12,14,13,24,7,18,19
B52_Nzebi,1,1,23,19,15,19,22,2,29,25,3,1,29,1,18,8,11,1,9,1,9,1,8,4,2,11,23,10,3,7,34,25,1,1,35,4,1,5,13,6,11,1,1,10,17,1,11,10,3,18,34,4,1,1,24,?,1,6,3,11,7,1,5,11,2,4,1,1,23,12,18,1,5,2,1,3,1,21,10,1,4,9,33,6,1,1,1,3,1,6,12,30,2,4,14,13,24,7,18,19
B53_Tsaangi_Poungi,1,1,23,19,32,19,42,2,29,25,3,1,29,1,18,8,11,1,1,1,9,1,8,4,2,11,17,10,3,7,34,1,1,1,35,4,1,5,13,6,11,1,1,10,17,1,11,10,3,18,34,4,12,1,24,20,3,6,3,11,7,1,5,11,2,4,1,1,5,12,18,1,5,2,1,3,1,21,10,1,4,9,33,6,1,1,1,3,1,6,12,30,9,4,14,13,24,7,18,19
B501_Wanzi_E,1,1,23,19,15,19,7,2,29,1,3,1,27,1,43,?,11,1,9,1,9,1,?,4,2,?,17,?,3,7,?,25,1,1,35,4,1,?,13,6,11,?,1,10,17,1,?,10,3,18,34,4,1,1,24,20,1,6,3,3,7,27,?,5,2,4,1,1,5,12,18,1,8,2,1,3,1,?,10,5,4,9,26,6,1,?,1,3,?,6,12,?,2,4,?,13,11,7,18,19
B501_Wanzi_Mo,1,1,23,19,15,19,22,2,29,1,3,1,29,1,18,8,11,1,9,1,9,1,8,4,2,7,17,10,3,7,34,1,1,1,35,4,1,5,13,6,11,1,1,10,17,1,9,10,3,18,34,4,12,1,24,20,1,6,3,3,7,14,5,11,2,4,1,1,5,12,18,1,8,2,1,3,1,4,10,1,4,9,33,6,1,1,1,3,1,6,12,30,2,4,14,13,24,7,18,19
B503_Vili,1,1,23,19,15,19,?,2,?,1,3,1,?,1,18,?,?,?,1,?,9,?,10,4,2,4,?,10,3,7,34,1,1,?,?,?,?,5,13,6,11,?,1,10,17,1,11,?,3,18,?,4,1,1,24,20,3,6,4,11,7,27,5,?,2,4,1,1,5,4,?,?,5,?,8,3,1,4,10,1,?,9,33,6,?,?,1,3,1,?,12,30,?,?,22,13,11,7,36,16
B62_Mbaama,1,1,23,22,31,19,43,2,14,14,3,1,29,1,5,8,11,1,1,1,9,1,11,4,2,17,17,10,3,32,34,1,1,1,35,4,1,5,14,17,11,1,1,10,17,1,2,10,24,1,34,19,11,34,24,20,1,6,3,11,7,27,5,11,2,4,1,1,5,4,18,1,8,2,11,3,1,21,10,6,5,15,12,6,1,1,16,3,1,1,16,36,2,4,2,17,10,7,37,34
B63_Ndumu,1,1,23,6,31,19,22,2,29,13,3,1,29,1,5,8,11,1,2,1,9,1,11,4,2,11,24,10,3,32,34,1,1,1,35,4,16,5,14,17,11,1,1,10,17,1,9,10,24,18,34,19,11,34,24,20,1,6,3,11,7,14,5,11,2,4,1,1,5,12,18,1,8,2,1,3,1,15,10,6,4,15,12,6,1,1,11,3,1,6,16,36,2,12,2,17,25,7,18,34
B601_Lempini,1,1,23,6,31,19,43,2,14,14,3,1,29,1,5,8,11,1,2,1,9,1,11,4,2,17,17,10,3,32,34,1,1,1,35,4,1,5,14,?,11,1,1,10,17,1,9,10,24,1,34,19,11,34,24,20,1,6,3,11,7,27,5,11,2,4,1,1,5,4,18,1,?,24,11,3,1,21,10,9,4,15,12,6,1,1,16,3,1,1,16,36,2,4,2,17,10,7,37,34
B602_Kaningi_Nord,1,1,23,6,31,19,43,2,29,14,2,1,29,1,44,8,11,1,2,1,9,1,10,4,2,7,24,10,3,7,34,1,1,1,35,4,16,5,14,17,11,1,1,10,17,1,2,10,24,18,34,19,1,34,24,20,1,6,3,11,7,27,5,11,2,4,1,1,5,4,18,1,8,2,1,3,1,15,10,6,4,9,12,6,1,1,16,3,1,6,12,36,2,4,2,17,25,7,18,8
B602_Kaningi_Sud,1,1,23,22,33,19,22,2,29,1,3,1,29,1,44,8,11,1,2,1,9,1,11,4,2,7,24,10,3,33,34,1,1,1,35,4,1,5,14,17,11,1,1,10,17,1,2,23,24,18,34,19,11,34,24,20,5,6,3,11,7,14,5,11,2,4,1,1,5,4,18,1,8,25,1,3,1,21,10,6,18,9,12,6,1,1,1,3,1,6,12,36,2,4,2,17,25,7,18,19
B71a_Teke_Os,1,1,23,22,31,19,43,2,14,1,19,1,29,1,44,8,11,1,2,1,9,1,11,4,2,18,17,10,3,34,34,1,1,1,35,4,1,5,14,17,11,1,1,10,17,1,2,10,24,18,34,19,11,34,24,20,3,6,3,11,7,27,5,11,2,4,1,11,5,4,18,1,8,2,1,3,1,21,10,6,5,15,41,6,1,1,11,3,1,1,16,36,2,4,2,17,26,7,37,34
B71a_Teke_Dj,1,1,23,36,31,19,43,2,14,1,3,1,30,1,45,8,11,1,2,1,9,1,11,4,2,18,17,10,3,32,34,1,1,1,35,4,1,5,14,17,11,1,1,10,17,1,9,10,24,1,34,19,13,34,24,20,3,6,3,11,7,27,5,11,2,4,1,11,5,4,18,1,8,2,8,3,1,21,10,6,5,15,12,6,1,1,11,3,1,1,16,36,2,4,2,17,10,7,37,34
B71aIb_Teke_Ibali_Congo,1,1,23,?,31,19,?,2,?,?,20,1,?,1,?,8,?,1,1,1,9,1,11,4,2,4,17,?,3,7,34,1,1,?,36,?,?,5,?,?,11,1,8,10,17,?,11,23,24,?,34,19,11,?,24,20,?,6,3,11,7,27,5,?,2,?,30,32,?,?,18,1,?,2,?,3,1,21,10,6,10,9,12,6,?,?,1,3,1,?,?,?,2,4,23,?,?,7,?,?
B71aLe_Teke_Leconi,1,1,23,22,31,19,?,2,?,1,3,1,?,1,46,?,?,?,2,?,9,?,11,4,2,18,?,10,3,34,34,1,1,?,?,?,?,5,14,17,11,?,1,10,17,1,2,?,24,18,?,19,11,34,24,20,3,6,3,11,7,27,5,?,2,4,1,1,5,4,?,?,?,?,8,3,?,21,10,?,?,15,12,6,?,?,11,3,1,?,16,36,?,?,?,17,10,7,37,34
