Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59
M24_Malila,32,25,41,38,43,23,66,2,1,45,2,1,39,1,61,44,13,1,1,16,16,1,36,4,2,22,1,1,48,58,39,28,1,1,39,4,1,1,2,51,3,25,19,21,23,1,2,38,48,35,8,48,28,61,43,2,5,18,17,5,7,1,33,34,2,4,42,22,34,13,18,23,5,2,55,46,1,21,1,22,4,12,5,38,1,1,1,3,29,11,29,56,23,4,42,16,34,53,54,29
M25_Safwa,1,21,41,38,43,23,67,2,1,45,2,1,14,1,61,44,13,1,1,16,16,1,36,13,2,4,1,1,48,58,39,28,1,1,39,4,38,1,2,51,3,25,19,38,23,1,2,37,48,35,8,48,28,27,43,2,5,18,17,35,7,1,33,11,2,4,42,22,36,13,18,19,5,34,40,46,1,21,1,22,4,12,62,38,16,1,1,3,29,11,29,26,23,47,42,16,43,46,50,29
M28_Lambya,1,25,41,40,36,23,30,2,1,45,2,1,39,1,61,24,27,1,1,16,16,1,36,4,2,4,1,1,45,58,39,28,1,1,39,4,1,1,2,51,3,25,19,21,23,1,2,38,11,56,8,48,28,40,43,2,5,18,4,5,7,1,32,34,2,4,1,47,34,13,18,1,5,2,33,46,1,21,1,22,4,12,5,38,1,1,1,3,29,11,29,56,23,4,41,16,40,45,55,29
M31_Nyakyusa,1,1,11,67,36,23,68,2,1,27,2,1,39,1,61,44,13,1,1,1,16,1,35,4,12,4,1,1,35,7,39,32,1,1,61,4,1,23,2,25,1,19,28,21,23,1,2,38,48,52,8,3,29,27,42,2,5,18,18,35,6,32,33,11,2,22,1,22,24,13,37,?,5,2,9,46,1,21,1,23,4,12,5,40,16,1,1,3,31,11,29,62,26,4,2,16,34,45,50,39
M42_Bemba,1,1,11,23,46,1,49,2,19,27,2,1,14,1,27,44,25,1,1,1,16,1,37,4,2,4,1,1,59,7,37,35,25,?,39,?,38,1,37,51,3,25,1,19,30,1,2,18,30,56,27,25,1,62,22,2,5,6,4,3,6,1,24,11,2,4,1,54,18,13,18,1,5,2,9,?,1,21,31,5,4,12,5,6,1,?,1,3,1,11,13,26,2,4,41,16,45,7,29,50
M41_Taabwa,1,1,11,34,28,1,28,2,19,27,2,1,52,1,27,44,25,1,1,1,4,1,3,4,2,4,25,1,59,7,37,1,25,1,39,4,1,1,2,51,3,25,1,19,30,1,2,18,30,54,8,3,1,27,22,2,5,6,4,3,6,1,24,11,2,4,1,22,18,13,18,1,?,?,9,3,1,21,1,5,?,12,5,6,1,1,1,3,1,11,13,26,2,4,45,37,?,7,29,29
M52_Lala,1,1,11,64,?,1,30,2,19,27,2,1,14,?,27,44,?,1,1,1,4,1,37,?,2,?,?,27,59,7,37,?,1,?,49,?,38,?,2,51,3,25,1,19,?,?,?,18,30,?,27,25,1,63,22,2,5,6,4,?,6,1,24,11,2,22,1,53,?,13,18,?,?,?,9,?,1,21,?,?,?,12,5,6,?,?,19,3,1,11,?,?,?,4,?,16,?,7,?,?
M54_Lamba,1,1,11,64,?,23,30,2,19,27,2,1,14,?,27,44,?,1,1,1,4,1,38,?,2,?,?,1,59,7,37,?,25,?,39,?,38,?,2,51,3,25,1,19,?,?,?,18,30,?,27,?,1,63,22,2,5,6,4,?,6,1,24,11,2,22,1,53,?,13,18,?,?,?,9,?,1,21,?,?,?,12,5,6,?,?,19,3,1,11,?,?,?,4,?,16,?,7,?,?
M61_Lenje,1,26,41,34,?,1,7,2,1,27,2,22,14,?,27,44,?,1,1,1,4,1,3,?,2,?,?,1,60,7,37,?,1,?,49,?,1,?,2,51,3,25,19,39,?,?,?,24,55,?,27,53,24,27,19,45,5,18,4,?,7,1,34,12,2,22,1,55,?,13,18,?,?,?,9,?,1,21,?,?,?,?,5,6,?,?,20,3,32,11,?,?,?,4,?,16,?,7,?,?
M62_Soli,1,13,41,44,?,49,7,21,1,27,2,1,53,?,27,44,?,1,1,1,4,1,3,?,2,?,?,1,60,7,37,?,1,?,49,?,1,?,2,51,3,25,19,39,?,?,?,39,55,?,27,53,24,64,22,46,5,18,4,?,7,1,35,11,2,22,43,55,?,13,18,?,?,?,56,?,?,21,?,?,?,12,?,6,?,?,1,3,33,11,?,?,?,4,?,16,?,7,?,?
M64_Tonga,1,1,11,44,?,23,7,2,1,27,2,22,14,?,27,53,?,1,1,1,4,1,3,?,2,?,?,1,60,7,37,?,1,?,49,?,1,?,?,51,3,25,19,39,?,?,?,24,56,?,27,35,1,27,19,2,5,6,4,?,7,1,35,12,2,4,1,55,?,13,18,?,?,?,9,?,37,21,?,?,?,12,5,6,?,?,20,3,32,11,?,?,?,4,?,16,?,9,?,?
N11_Manda,1,1,1,24,28,46,50,5,1,42,28,1,39,1,67,8,27,1,1,1,16,1,35,11,2,4,1,1,61,60,39,32,36,1,49,8,38,22,35,30,1,19,19,40,23,1,24,33,48,57,8,50,1,65,35,40,5,18,4,5,7,32,31,15,14,22,42,43,24,13,26,1,5,2,57,47,33,21,1,20,4,36,5,6,1,1,1,3,34,11,22,56,26,4,41,16,46,50,56,39
N12_Ngoni,1,1,58,24,28,46,50,5,1,42,2,1,39,1,67,53,27,15,1,20,16,1,31,11,2,4,1,1,61,61,39,32,36,1,39,8,38,22,38,25,1,19,1,40,30,1,24,33,48,35,8,50,33,65,35,40,23,18,4,5,7,32,31,15,2,22,42,43,24,30,26,1,5,2,57,42,33,21,1,20,4,36,5,6,1,1,1,3,31,11,22,26,26,4,41,16,46,51,56,39
N13_Matengo,1,1,11,68,28,45,30,22,45,42,2,1,39,1,67,54,13,1,1,1,16,1,35,11,2,30,26,1,61,46,39,36,36,1,49,8,42,1,45,30,1,1,19,40,23,1,24,33,44,35,8,3,1,27,22,2,5,18,4,5,7,32,33,30,2,22,42,43,24,13,26,1,5,2,9,47,33,21,1,20,4,12,5,6,1,1,1,3,34,11,22,26,23,4,41,16,47,54,29,39
N14_Mpoto,1,1,11,40,28,45,30,2,1,42,2,1,54,1,67,54,27,1,1,1,16,1,35,11,2,31,30,1,61,46,39,36,36,1,49,8,42,1,45,30,1,1,1,40,23,1,24,33,57,57,8,50,1,27,22,2,5,6,4,5,7,32,33,11,2,22,42,43,24,13,26,1,5,2,?,47,33,21,1,20,4,12,5,6,1,1,1,3,34,11,22,26,23,4,41,16,46,54,51,51
N21_Tumbuka_Malawi,1,1,11,44,?,45,30,2,1,27,30,1,14,?,73,8,?,1,26,2,16,1,35,?,2,?,?,1,62,56,39,?,36,?,49,?,1,?,2,51,1,19,1,41,?,?,?,33,23,?,8,3,29,66,22,2,5,18,4,?,7,1,32,30,2,4,44,47,?,13,18,?,?,?,57,?,1,21,?,?,?,12,5,6,?,?,1,3,35,19,?,?,?,4,?,16,?,7,?,?
N31_Chewa,1,21,1,69,47,35,30,23,1,42,2,1,41,1,73,8,27,1,26,2,16,1,39,4,2,32,1,1,63,62,39,1,36,1,49,4,38,1,38,51,1,41,1,42,23,1,24,40,58,1,27,50,1,65,44,47,5,11,4,30,6,1,32,5,2,4,1,22,18,13,18,1,19,2,58,48,1,21,32,24,4,38,5,6,1,1,1,3,36,11,22,26,14,4,41,16,34,7,29,52
N42_Kunda,1,26,41,24,?,35,30,23,1,42,2,23,41,?,73,53,?,1,1,2,16,1,3,?,2,?,?,1,63,7,39,?,36,?,39,?,1,?,2,51,18,25,1,42,?,?,?,40,58,?,27,50,24,67,37,47,5,11,4,?,6,1,32,5,2,4,1,22,?,13,18,?,?,?,9,?,?,21,?,?,?,38,5,6,?,?,1,3,37,19,?,?,?,?,?,16,?,7,?,?
P11_Ndengeleko,1,1,11,64,44,45,30,2,1,40,2,1,39,1,67,44,13,1,1,1,16,1,32,11,2,31,31,1,64,46,39,28,36,1,49,4,1,1,46,25,3,25,19,21,23,1,24,29,57,22,41,58,1,27,22,2,5,6,4,5,7,32,29,11,2,22,42,43,24,13,18,1,5,2,49,?,33,21,1,20,4,12,5,6,1,1,1,3,38,11,22,63,23,4,41,16,34,50,45,39
P12_Rufiji,1,1,11,?,45,45,30,?,1,40,2,1,54,1,67,44,13,1,1,1,16,1,32,11,2,4,31,1,64,46,39,28,36,1,49,4,1,1,46,25,3,25,19,21,23,1,26,29,57,22,41,58,1,27,5,2,5,6,4,5,7,32,33,11,2,22,42,43,24,13,26,1,5,2,49,36,33,21,1,20,4,12,5,6,1,1,1,3,38,11,22,64,23,4,41,16,34,50,57,39
P13_Matumbi,1,1,11,69,45,45,30,2,1,42,2,1,39,1,67,44,27,1,1,1,16,1,32,11,2,31,31,1,35,46,39,28,36,1,49,8,38,1,47,25,3,40,19,21,23,1,24,29,57,22,41,59,1,59,22,2,5,6,4,5,7,32,33,11,2,22,42,43,24,13,26,?,5,2,49,42,33,21,33,20,4,12,5,6,1,1,1,3,34,11,22,65,23,4,41,16,48,50,45,39
P14_Ngindo,1,1,11,40,45,45,30,2,1,27,2,1,54,1,67,54,27,1,1,1,18,1,35,11,2,31,1,1,65,46,39,28,36,1,49,8,1,1,35,25,3,25,19,38,23,1,27,33,57,22,8,58,34,59,22,2,5,6,4,5,33,32,29,12,2,22,42,43,24,13,18,?,5,2,45,36,33,21,1,20,4,12,5,6,1,1,1,3,34,11,22,66,23,48,41,16,46,55,51,39
P15_Mbunga,1,1,1,15,28,25,65,19,1,42,2,1,39,1,67,54,27,1,26,1,18,1,35,11,2,4,1,12,56,55,39,28,36,1,49,8,43,1,?,25,1,40,19,21,23,1,24,33,23,22,8,50,1,59,22,2,5,18,4,5,7,32,29,11,2,20,1,43,24,13,26,1,5,2,45,47,38,21,1,20,4,35,5,6,16,1,1,3,31,11,29,56,23,4,41,16,42,51,50,39
P21_Yao,1,21,11,69,45,45,30,2,1,42,2,1,48,1,67,54,27,1,1,1,19,1,31,11,2,4,1,1,35,63,39,37,36,1,49,8,44,1,38,52,3,40,1,43,23,1,24,29,55,58,8,50,1,59,45,2,5,6,4,38,6,32,29,35,2,22,45,43,30,13,26,24,5,2,1,42,33,21,1,25,4,36,5,6,1,1,1,3,38,11,22,26,23,49,41,16,46,37,51,51
P22_Mwera,1,21,11,69,45,50,30,2,1,42,2,1,48,1,67,54,27,1,1,1,16,1,3,11,2,4,1,1,66,64,39,1,36,1,49,8,1,1,38,52,3,40,1,21,23,15,28,29,55,52,8,50,34,59,45,47,5,18,4,1,6,32,29,11,2,22,1,43,30,13,26,1,5,2,1,42,33,21,1,?,4,36,5,6,1,1,1,3,34,11,22,26,23,4,41,16,46,37,51,19
P23_Simakonde,1,21,11,65,45,45,30,2,1,40,30,1,39,1,67,55,27,1,27,21,16,1,3,11,2,4,30,1,45,48,39,1,36,1,49,8,45,1,43,53,3,40,31,21,23,1,24,41,59,58,44,50,35,59,46,2,5,6,4,39,6,32,29,11,14,4,42,43,24,41,18,1,5,2,45,41,33,21,34,21,4,36,5,6,1,1,1,3,1,11,22,56,23,50,41,16,34,37,29,?
P25_Mabia,1,21,11,65,48,45,65,2,1,42,30,1,48,1,67,55,27,16,27,21,3,1,3,11,2,4,1,1,67,48,39,1,36,1,49,8,1,1,43,52,1,32,1,21,30,1,24,18,59,58,8,50,35,59,46,2,5,6,4,39,6,32,29,11,14,4,42,43,24,42,18,1,5,2,59,42,33,21,1,21,4,36,5,6,1,1,1,3,1,11,22,56,23,50,41,16,34,37,51,19
P31_Emakhua,1,21,41,70,48,51,69,2,1,23,2,1,14,1,67,8,30,1,28,22,20,1,13,11,2,32,1,1,63,65,39,1,40,1,46,8,1,1,38,54,1,25,1,42,23,1,29,42,60,40,27,50,36,68,47,48,5,20,4,40,7,1,29,30,2,22,42,56,37,43,18,1,5,42,60,49,39,21,1,26,4,39,5,6,?,1,1,3,1,11,25,26,23,46,41,16,34,56,51,39
P31G_Ikorovere,1,21,41,70,48,51,?,2,1,23,2,24,14,1,67,8,30,1,28,22,20,1,13,11,2,32,1,1,68,7,39,1,40,?,46,?,1,1,38,54,1,25,1,44,23,1,29,42,60,40,27,50,36,68,47,48,5,20,4,40,7,1,29,?,2,22,42,56,37,43,?,1,5,2,60,49,40,21,35,26,4,39,5,6,?,1,1,3,1,?,25,67,23,46,41,16,34,56,51,39
S11_Shona,1,1,41,2,47,45,30,24,1,47,2,23,41,1,74,53,27,1,1,1,4,1,3,4,2,4,1,1,63,7,39,1,40,1,39,4,1,1,23,55,18,25,19,42,23,1,2,29,61,1,27,25,37,67,22,2,5,18,16,5,34,1,32,12,14,4,1,22,24,44,18,1,19,2,9,50,39,21,1,5,4,12,5,6,1,1,1,3,1,11,25,68,29,51,41,38,34,7,58,50
S16_Kalanga,1,1,41,?,49,45,30,2,1,27,2,23,41,1,74,8,13,1,16,?,?,1,3,4,2,4,1,1,69,7,39,1,40,1,39,4,1,1,23,?,18,25,19,42,23,1,2,29,11,1,27,3,37,67,?,2,5,18,4,?,34,1,36,36,2,25,1,22,?,44,?,1,16,2,9,?,39,21,1,?,4,12,5,41,1,1,1,3,1,?,25,?,30,52,?,38,34,7,59,?
S21_Venda,1,26,41,44,49,45,30,2,1,27,31,23,41,1,74,55,13,1,1,1,21,1,40,4,2,32,1,1,63,7,39,1,40,1,46,4,1,1,23,55,18,25,19,42,31,1,2,29,?,59,27,60,26,65,22,49,5,18,4,30,7,1,37,37,2,4,42,22,38,?,18,1,5,2,9,3,39,21,1,5,27,40,5,6,1,1,1,3,1,11,25,26,31,4,46,16,44,7,60,50
S31_Tswana,1,1,41,44,49,35,30,2,1,48,31,1,41,1,75,55,31,1,16,1,21,1,3,4,2,33,1,1,60,7,37,1,25,1,46,4,1,1,?,51,18,25,32,42,31,1,2,29,62,60,45,60,38,65,22,?,5,18,4,5,35,1,38,25,2,4,1,22,38,43,18,1,23,43,53,51,41,21,1,5,?,41,63,42,1,1,1,3,1,11,25,26,29,?,46,16,34,7,?,?
S311_Shekgalagari,1,1,41,?,49,35,7,2,1,?,31,1,41,1,75,55,13,1,16,1,21,1,3,4,2,33,1,1,35,?,37,?,25,1,46,4,1,1,?,51,18,25,32,42,31,1,2,29,62,1,45,?,39,19,48,49,5,18,12,41,35,1,39,25,15,22,1,22,38,30,18,1,23,43,61,51,41,?,1,?,4,41,63,6,1,1,1,?,39,11,13,26,29,53,47,16,34,50,61,53
S41_Xhosa,1,21,41,71,47,52,30,25,1,42,32,1,41,1,76,8,13,1,16,23,21,1,31,4,2,4,1,1,60,66,37,1,41,1,46,4,1,1,48,25,18,25,33,41,31,1,24,29,63,53,45,59,26,65,49,50,23,18,19,42,36,1,33,38,2,4,42,57,38,45,18,1,24,44,62,3,32,21,1,27,4,41,64,6,1,1,1,3,1,11,31,66,31,51,48,16,44,7,62,50
S42_Zulu,1,27,41,71,47,52,30,2,1,42,32,1,41,1,76,8,13,1,16,20,21,1,31,4,2,4,1,1,60,66,37,1,41,1,62,4,1,1,48,25,18,23,33,41,31,1,24,29,63,53,45,59,26,65,49,50,23,18,19,42,36,1,40,38,2,4,42,58,38,30,18,1,5,44,57,3,32,21,1,27,4,41,64,6,1,1,1,3,1,11,31,26,31,51,2,16,44,7,62,50
S44_Ndebele,1,27,41,72,47,52,30,2,1,42,32,1,41,1,76,8,13,1,16,24,21,1,31,4,2,4,1,1,60,66,37,1,41,1,62,4,1,1,48,25,18,23,33,41,31,16,24,29,63,61,45,61,26,65,49,50,23,18,12,42,36,1,33,38,2,25,46,58,38,30,18,1,5,45,59,52,32,4,1,28,4,41,64,6,1,1,1,3,40,11,31,26,31,51,2,16,44,57,62,50
S51_Tshwa,1,1,61,44,?,45,70,2,1,42,32,1,?,1,76,55,?,1,29,1,21,1,41,?,2,?,?,1,60,?,37,?,25,?,46,?,27,1,49,51,18,23,32,41,31,1,?,43,63,62,27,62,40,65,49,49,5,18,12,?,36,1,41,38,14,4,42,59,?,4,18,?,?,?,63,?,?,21,1,?,4,41,65,6,?,1,1,3,41,11,?,?,?,51,?,16,?,7,?,?
S53_Tsonga,1,1,61,44,47,53,30,2,1,42,32,1,55,1,76,55,32,1,29,1,21,1,41,4,2,32,1,1,69,7,37,1,25,1,46,4,1,1,49,51,18,23,32,41,31,1,?,43,63,62,27,62,40,65,49,49,5,18,12,42,36,1,41,38,14,4,42,59,24,43,18,1,25,45,63,53,32,21,1,5,4,12,65,6,1,1,1,3,1,11,25,26,31,51,2,16,44,7,63,54
